TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"300","2017-02-16","Moms",,,"SEK","131767","618678.91","","A154,A174","2017-03-27 20:59:35"
"299","2017-02-16","WEBHALLEN /17-02-15",,,"SEK","-2490","616188.91","Doc 63","A64","2017-03-27 20:59:35"
"298","2017-02-15","Me&do AB","","Faktura 149","SEK","-25000","486911.91","Doc 61","A129,A194","2017-03-27 20:59:35"
"297","2017-02-14","8662781349 /17-02-13",,,"SEK","-1081.35","511911.91","Doc 52","A131","2017-03-27 20:59:34"
"296","2017-02-13","DB TT/CCHELP /17-02-11",,,"SEK","-90.75","512993.26","Doc 191","A153,A205,A982","2017-03-27 20:59:34"
"295","2017-02-10","SEMPRE ESPRE /17-02-09",,,"SEK","-64","513649.77","Doc 54","A63","2017-03-27 20:59:34"
"294","2017-02-10","8019174292 /17-02-09",,,"SEK","-302.95","513346.82","Doc 53","A77","2017-03-27 20:59:34"
"293","2017-02-10","8557983072 /17-02-09",,,"SEK","-262.81","513084.01","Doc 65","A128","2017-03-27 20:59:34"
"292","2017-02-09","Banktjänster",,,"SEK","-32.5","516163.77","Doc 55","A61","2017-03-27 20:59:34"
"291","2017-02-09","Banktjänster",,,"SEK","-2450","513713.77","Doc 56","A62","2017-03-27 20:59:34"
"290","2017-02-07","YOGAYAMA AB /17-02-06",,,"SEK","-1027","516196.66","Doc 51","A60","2017-03-27 20:59:34"
"289","2017-02-07","WELLINGTON /17-02-07",,,"SEK","8.61","516205.27","","A152","2017-03-27 20:59:34"
"288","2017-02-07","WELLINGTON /17-02-07",,,"SEK","-9","516196.27","","A151","2017-03-27 20:59:34"
"171","2017-02-06","3 (hi3g access AB)","Tre mobilfaktura",,"SEK","-821","520156.35","Doc 30","A13","2017-02-06 13:27:04"
"170","2017-02-06","SEB kort",,,"SEK","-2932.69","517223.66","Doc 76","A41","2017-02-06 13:27:04"
"169","2017-02-03","CCÖGOOGLE CO /17-02-02",,,"SEK","-373.47","521061.85","Doc 48","A3","2017-02-06 13:27:04"
"168","2017-02-03","4154486673 /17-02-02",,,"SEK","-62.33","520999.52","Doc 47","A4","2017-02-06 13:27:04"
"167","2017-02-03","8778877815 /17-02-02",,,"SEK","-22.17","520977.35","Doc 50","A2","2017-02-06 13:27:04"
"166","2017-02-02","FACEBK  MJQZ /17-02-01",,,"SEK","-425.25","521435.32","Doc 42","A6","2017-02-06 13:27:04"
"165","2017-01-31","Lön per korr",,,"SEK","-19798","478860.57","Rep 14","A182","2017-02-06 13:27:04"
"164","2017-01-31","Moms skl",,,"SEK","-10750","468110.57","","A183","2017-02-06 13:27:04"
"163","2017-01-31","Bg 759-8147",,,"SEK","53750","521860.57","Doc 77","A59","2017-02-06 13:27:04"
"162","2017-01-25","Dooer r2-p7",,,"SEK","-13824","528114.22","Rep 2","A58","2017-02-06 13:27:04"
"161","2017-01-25","Dooer r2-p6",,,"SEK","-13824","514290.22","Rep 2","A58","2017-02-06 13:27:04"
"160","2017-01-25","Dooer r2-p5",,,"SEK","-3919","510371.22","Rep 2","A58","2017-02-06 13:27:04"
"159","2017-01-25","Dooer r2-p4",,,"SEK","-11632","498739.22","Rep 2","A58","2017-02-06 13:27:04"
"158","2017-01-25","3233752822 /17-01-24",,,"SEK","-80.65","498658.57","Doc 41","A7","2017-02-06 13:27:04"
"157","2017-01-24","8778877815 /17-01-23",,,"SEK","-387.53","541938.22","Doc 40","A8","2017-02-06 13:27:04"
"156","2017-01-23","8778877815 /17-01-20",,,"SEK","-1291.17","542325.75","Doc 101","A65,A172,A173","2017-02-06 13:27:04"
"155","2017-01-20","Klientmedel billogram AB","Ekskäret gemenskap",,"SEK","-14625","543616.92","Doc 28","A101,A102","2017-02-06 13:27:04"
"154","2017-01-19","270195501708",,"Invoice 0000572","SEK","-1988","558243.92","Doc 38","A11,A100","2017-02-06 13:27:04"
"153","2017-01-19","Kostnad",,,"SEK","-2","558241.92","Doc 38","A100","2017-02-06 13:27:03"
"147","2017-01-18","Account factory sweden a","Faktura 13381","Faktura 13381","SEK","-6250","560518.92","Doc 27","A14,A98,A171,A464,A465","2017-01-18 17:01:58"
"151","2017-01-18","LOOPIA AB /17-01-17",,,"SEK","-287","560231.92","Doc 26","A15","2017-01-18 21:45:39"
"146","2017-01-17","Skatteverket","Skatteverket",,"SEK","-34440","566768.92","Doc 20","A97","2017-01-18 17:01:58"
"145","2017-01-16","Bg 759-8147",,,"SEK","314000","713708.92","Doc 29,Doc 46","A29,A30","2017-01-18 17:01:58"
"144","2017-01-16","Moms skl",,,"SEK","-62500","651208.92","","A93","2017-01-18 17:01:58"
"143","2017-01-16","Moms rest",,,"SEK","-50000","601208.92","","A95","2017-01-18 17:01:58"
"142","2017-01-13","Firmify AB","Faktura 111962","Faktura 111962","SEK","-7500","405828.34","Doc 23","A28,A99","2017-01-18 17:01:58"
"141","2017-01-13","Moms fak 123",,,"SEK","-300","405528.34","","A87","2017-01-18 17:01:58"
"140","2017-01-13","Moms fak 115",,,"SEK","-700","404828.34","","A89","2017-01-18 17:01:58"
"139","2017-01-13","Moms fak 112",,,"SEK","-3750","401078.34","","A91","2017-01-18 17:01:58"
"138","2017-01-13","GRODAN GREV /17-01-12",,,"SEK","-440","400638.34","Doc 24","A16","2017-01-18 17:01:58"
"137","2017-01-13","8662781349 /17-01-12",,,"SEK","-929.42","399708.92","Doc 39","A9","2017-01-18 17:01:58"
"131","2017-01-11","K M EPICENTE /17-01-10",,,"SEK","-58","413328.34","Doc 22","A17","2017-01-11 20:23:53"
"130","2017-01-09","SEB kort",,,"SEK","-11300.44","413386.34","Doc 10","A31,A190,A191","2017-01-11 20:23:53"
"110","2017-01-03","3 (hi3g access AB)","Tre mobilfaktura",,"SEK","-798","424686.78","Doc 17","A24","2017-01-03 12:30:32"
